Node,Commodity,Season,Consumption Block 1 2020,Consumption Block 1 2025,Consumption Block 1 2030,Consumption Block 1 2035,Consumption Block 1 2040,Consumption Block 1 2045,Consumption Block 1 2050,Consumption Block 1 2055,Consumption Block 1 2060,Consumption Block 1 2065,Consumption Block 1 2070,Consumption Block 1 2075,Reference Price Block 1 2020,Reference Price Block 1 2025,Reference Price Block 1 2030,Reference Price Block 1 2035,Reference Price Block 1 2040,Reference Price Block 1 2045,Reference Price Block 1 2050,Reference Price Block 1 2055,Reference Price Block 1 2060,Reference Price Block 1 2065,Reference Price Block 1 2070,Reference Price Block 1 2075,Price Elasticity Block 1 2020,Price Elasticity Block 1 2025,Price Elasticity Block 1 2030,Price Elasticity Block 1 2035,Price Elasticity Block 1 2040,Price Elasticity Block 1 2045,Price Elasticity Block 1 2050,Price Elasticity Block 1 2055,Price Elasticity Block 1 2060,Price Elasticity Block 1 2065,Price Elasticity Block 1 2070,Price Elasticity Block 1 2075
ANZ,GH2,H,0,0.0684931506849315,0.136986301369863,0.2054794520547945,0.273972602739726,0.3424657534246575,0.410958904109589,0.410958904109589,0.410958904109589,0.410958904109589,0.410958904109589,0.410958904109589,100,102.6135956461235,105.227191292247,97.155320053174,89.08344881410099,81.01157757502799,72.939706335955,72.939706335955,72.939706335955,72.939706335955,72.939706335955,72.939706335955,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
PAC,NH3,L,0,0.017345283622026732,0.034690567244053463,0.09885086252500583,0.16301115780595818,0.22717145308691056,0.2913317483678629,0.2913317483678629,0.2913317483678629,0.2913317483678629,0.2913317483678629,0.2913317483678629,100,105.91973302457001,111.83946604914,98.73435206932203,85.62923808950404,72.52412410968607,59.4190101298681,59.4190101298681,59.4190101298681,59.4190101298681,59.4190101298681,59.4190101298681,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
SWA,NH3,L,0,0.008672641811013366,0.017345283622026732,0.03121719698951148,0.045089110356996226,0.058961023724480977,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,100,104.36866073845749,108.737321476915,96.68542727784782,84.63353307878066,72.58163887971348,60.5297446806463,60.5297446806463,60.5297446806463,60.5297446806463,60.5297446806463,60.5297446806463,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
SEA,NH3,L,0,0.008672641811013366,0.017345283622026732,0.049425431262502914,0.08150557890297909,0.11358572654345528,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,102.627790143846,105.255580287692,93.643780488235,82.03198068877799,70.42018088932099,58.808381089864,58.808381089864,58.808381089864,58.808381089864,58.808381089864,58.808381089864,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
SEE,NH3,L,0,0.017345283622026732,0.034690567244053463,0.050295571130362,0.06590057501667054,0.08150557890297909,0.09711058278928764,0.09711058278928764,0.09711058278928764,0.09711058278928764,0.09711058278928764,0.09711058278928764,100,104.02631790024449,108.052635800489,95.75261181777614,83.4525878350633,71.15256385235045,58.8525398696376,58.8525398696376,58.8525398696376,58.8525398696376,58.8525398696376,58.8525398696376,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
IND,NH3,L,0,0.017345283622026732,0.034690567244053463,0.14740615391964965,0.26012174059524584,0.372837327270842,0.4855529139464382,0.4855529139464382,0.4855529139464382,0.4855529139464382,0.4855529139464382,0.4855529139464382,100,105.0125447958155,110.025089591631,97.024072952371,84.023056313111,71.022039673851,58.021023034591,58.021023034591,58.021023034591,58.021023034591,58.021023034591,58.021023034591,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
CHN,NH3,L,0,0.052035850866080195,0.10407170173216039,0.26013611902903466,0.4162005363259089,0.5722649536227832,0.7283293709196574,0.7283293709196574,0.7283293709196574,0.7283293709196574,0.7283293709196574,0.7283293709196574,100,106.1546943710695,112.309388742139,99.22672768653555,86.1440666309321,73.06140557532865,59.9787445197252,59.9787445197252,59.9787445197252,59.9787445197252,59.9787445197252,59.9787445197252,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
LEV,NH3,L,0,0.008672641811013366,0.017345283622026732,0.06156425411116387,0.105783224600301,0.15000219508943813,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,100,103.7604938046045,107.520987609209,95.25668715205015,82.99238669489131,70.72808623773246,58.4637857805736,58.4637857805736,58.4637857805736,58.4637857805736,58.4637857805736,58.4637857805736,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
EAF,NH3,L,0,0.008672641811013366,0.017345283622026732,0.049425431262502914,0.08150557890297909,0.11358572654345528,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,104.000028301116,108.000056602232,95.66099966071263,83.32194271919329,70.98288577767394,58.6438288361546,58.6438288361546,58.6438288361546,58.6438288361546,58.6438288361546,58.6438288361546,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
IRN,NH3,L,0,0.008672641811013366,0.017345283622026732,0.049425431262502914,0.08150557890297909,0.11358572654345528,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,104.877695059388,109.755390118776,96.63359836295308,83.51180660713015,70.39001485130723,57.2682230954843,57.2682230954843,57.2682230954843,57.2682230954843,57.2682230954843,57.2682230954843,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
SWE,NH3,L,0,0.017345283622026732,0.034690567244053463,0.06243439397902296,0.09017822071399245,0.11792204744896195,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,104.4036777465625,108.807355493125,96.64268968756008,84.47802388199514,72.31335807643022,60.1486922708653,60.1486922708653,60.1486922708653,60.1486922708653,60.1486922708653,60.1486922708653,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
JSK,NH3,L,0,0.026017925433040098,0.052035850866080195,0.08151276811987349,0.11098968537366678,0.14046660262746008,0.16994351988125336,0.16994351988125336,0.16994351988125336,0.16994351988125336,0.16994351988125336,0.16994351988125336,100,106.606422729608,113.212845459216,100.00153227990481,86.7902191005936,73.5789059212824,60.3675927419712,60.3675927419712,60.3675927419712,60.3675927419712,60.3675927419712,60.3675927419712,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
NAF,NH3,L,0,0.008672641811013366,0.017345283622026732,0.07977248838415531,0.1421996931462839,0.20462689790841246,0.267054102670541,0.267054102670541,0.267054102670541,0.267054102670541,0.267054102670541,0.267054102670541,100,104.1954787656725,108.390957531345,96.1528821279216,83.91480672449819,71.6767313210748,59.4386559176514,59.4386559176514,59.4386559176514,59.4386559176514,59.4386559176514,59.4386559176514,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
CEA,NH3,L,0,0.008672641811013366,0.017345283622026732,0.049425431262502914,0.08150557890297909,0.11358572654345528,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,105.1677595746135,110.335519149227,98.39647714749132,86.45743514575565,74.51839314401998,62.5793511422843,62.5793511422843,62.5793511422843,62.5793511422843,62.5793511422843,62.5793511422843,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
WAF,NH3,L,0,0.008672641811013366,0.017345283622026732,0.06156425411116387,0.105783224600301,0.15000219508943813,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,100,102.816335905013,105.632671810026,94.4381424356987,83.2436130613714,72.0490836870441,60.8545543127168,60.8545543127168,60.8545543127168,60.8545543127168,60.8545543127168,60.8545543127168,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
EAS,NH3,L,0,0.017345283622026732,0.034690567244053463,0.09885086252500583,0.16301115780595818,0.22717145308691056,0.2913317483678629,0.2913317483678629,0.2913317483678629,0.2913317483678629,0.2913317483678629,0.2913317483678629,100,105.899534209183,111.799068418366,98.68104105869418,85.56301369902235,72.44498633935052,59.3269589796787,59.3269589796787,59.3269589796787,59.3269589796787,59.3269589796787,59.3269589796787,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
EAE,NH3,L,0,0.008672641811013366,0.017345283622026732,0.049425431262502914,0.08150557890297909,0.11358572654345528,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,104.659566603318,109.319133206636,97.03778713076497,84.75644105489394,72.47509497902291,60.1937489031519,60.1937489031519,60.1937489031519,60.1937489031519,60.1937489031519,60.1937489031519,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
RUS,NH3,L,0,0.0017345283622026732,0.0034690567244053463,0.04508767251361735,0.08670628830282935,0.12832490409204136,0.16994351988125336,0.16994351988125336,0.16994351988125336,0.16994351988125336,0.16994351988125336,0.16994351988125336,100,105.305196665979,110.610393331958,98.32712009405552,86.04384685615304,73.76057361825056,61.4773003803481,61.4773003803481,61.4773003803481,61.4773003803481,61.4773003803481,61.4773003803481,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
SAF,NH3,L,0,0.008672641811013366,0.017345283622026732,0.04335601983817243,0.06936675605431813,0.09537749227046384,0.12138822848660955,0.12138822848660955,0.12138822848660955,0.12138822848660955,0.12138822848660955,0.12138822848660955,100,104.09802714824599,108.196054296492,95.9449190174634,83.6937837384348,71.4426484594062,59.1915131803776,59.1915131803776,59.1915131803776,59.1915131803776,59.1915131803776,59.1915131803776,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
GLF,NH3,L,0,0.017345283622026732,0.034690567244053463,0.08671203967634486,0.13873351210863627,0.19075498454092768,0.2427764569732191,0.2427764569732191,0.2427764569732191,0.2427764569732191,0.2427764569732191,0.2427764569732191,100,104.9889827403025,109.977965480605,96.7140458019359,83.4501261232668,70.1862064445977,56.9222867659286,56.9222867659286,56.9222867659286,56.9222867659286,56.9222867659286,56.9222867659286,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
CAS,NH3,L,0,0.0017345283622026732,0.0034690567244053463,0.03901826108928687,0.0745674654541684,0.11011666981904993,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,101.7948791701235,103.589758340247,93.14637831000039,82.70299827975376,72.25961824950713,61.8162382192605,61.8162382192605,61.8162382192605,61.8162382192605,61.8162382192605,61.8162382192605,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
CEE,NH3,L,0,0.026017925433040098,0.052035850866080195,0.08758217954420397,0.12312850822232774,0.1586748369004515,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,100,104.43005751985851,108.860115039717,96.69191252999732,84.52371002027765,72.35550751055797,60.1873050008383,60.1873050008383,60.1873050008383,60.1873050008383,60.1873050008383,60.1873050008383,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
NOE,NH3,L,0,0.008672641811013366,0.017345283622026732,0.025147785565181,0.03295028750833527,0.040752789451489545,0.04855529139464382,0.04855529139464382,0.04855529139464382,0.04855529139464382,0.04855529139464382,0.04855529139464382,100,104.84723786214201,109.694475724284,97.47260046640963,85.25072520853524,73.02884995066087,60.8069746927865,60.8069746927865,60.8069746927865,60.8069746927865,60.8069746927865,60.8069746927865,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
BRI,NH3,L,0,0.017345283622026732,0.034690567244053463,0.05636498255469249,0.07803939786533151,0.09971381317597053,0.12138822848660955,0.12138822848660955,0.12138822848660955,0.12138822848660955,0.12138822848660955,0.12138822848660955,100,104.419017658681,108.838035317362,96.6713129083946,84.5045904994272,72.33786809045979,60.1711456814924,60.1711456814924,60.1711456814924,60.1711456814924,60.1711456814924,60.1711456814924,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
USA,NH3,L,0,0.052035850866080195,0.10407170173216039,0.1873031819370689,0.2705346621419774,0.35376614234688597,0.4369976225517945,0.4369976225517945,0.4369976225517945,0.4369976225517945,0.4369976225517945,0.4369976225517945,100,104.479270880538,108.958541761076,97.10820262076675,85.2578634804575,73.40752434014826,61.557185199839,61.557185199839,61.557185199839,61.557185199839,61.557185199839,61.557185199839,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
CAN,NH3,L,0,0.017345283622026732,0.034690567244053463,0.044226159706031526,0.053761752168009595,0.06329734462998766,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,100,104.35022598242449,108.700451964849,96.77284239197073,84.84523281909244,72.91762324621418,60.9900136733359,60.9900136733359,60.9900136733359,60.9900136733359,60.9900136733359,60.9900136733359,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
ANZ,NH3,L,0,0.008672641811013366,0.017345283622026732,0.03121719698951148,0.045089110356996226,0.058961023724480977,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,100,105.97192449297799,111.943848985956,99.14905329907972,86.35425761220344,73.55946192532717,60.7646662384509,60.7646662384509,60.7646662384509,60.7646662384509,60.7646662384509,60.7646662384509,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
PAC,NH3,H,0,0.017345283622026732,0.034690567244053463,0.09885086252500583,0.16301115780595818,0.22717145308691056,0.2913317483678629,0.2913317483678629,0.2913317483678629,0.2913317483678629,0.2913317483678629,0.2913317483678629,100,112.8036024359795,125.607204871959,110.79690922079678,95.98661356963456,81.17631791847234,66.3660222673101,66.3660222673101,66.3660222673101,66.3660222673101,66.3660222673101,66.3660222673101,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
SWA,NH3,H,0,0.008672641811013366,0.017345283622026732,0.03121719698951148,0.045089110356996226,0.058961023724480977,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,100,111.138236172354,122.276472344708,108.49275100697632,94.70902966924464,80.92530833151298,67.1415869937813,67.1415869937813,67.1415869937813,67.1415869937813,67.1415869937813,67.1415869937813,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
SEA,NH3,H,0,0.008672641811013366,0.017345283622026732,0.049425431262502914,0.08150557890297909,0.11358572654345528,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,109.269085109595,118.53817021919,105.23768925919993,91.93720829920986,78.63672733921979,65.3362463792297,65.3362463792297,65.3362463792297,65.3362463792297,65.3362463792297,65.3362463792297,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
SEE,NH3,H,0,0.017345283622026732,0.034690567244053463,0.050295571130362,0.06590057501667054,0.08150557890297909,0.09711058278928764,0.09711058278928764,0.09711058278928764,0.09711058278928764,0.09711058278928764,0.09711058278928764,100,111.42514137522599,122.850282750452,108.58435388383927,94.31842501722655,80.05249615061382,65.7865672840011,65.7865672840011,65.7865672840011,65.7865672840011,65.7865672840011,65.7865672840011,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
IND,NH3,H,0,0.017345283622026732,0.034690567244053463,0.14740615391964965,0.26012174059524584,0.372837327270842,0.4855529139464382,0.4855529139464382,0.4855529139464382,0.4855529139464382,0.4855529139464382,0.4855529139464382,100,111.882915339337,123.765830678674,108.98622431712606,94.20661795557811,79.42701159403015,64.6474052324822,64.6474052324822,64.6474052324822,64.6474052324822,64.6474052324822,64.6474052324822,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
CHN,NH3,H,0,0.052035850866080195,0.10407170173216039,0.26013611902903466,0.4162005363259089,0.5722649536227832,0.7283293709196574,0.7283293709196574,0.7283293709196574,0.7283293709196574,0.7283293709196574,0.7283293709196574,100,113.05587750388,126.11175500776,111.32248743586419,96.5332198639684,81.7439522920726,66.9546847201768,66.9546847201768,66.9546847201768,66.9546847201768,66.9546847201768,66.9546847201768,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
LEV,NH3,H,0,0.008672641811013366,0.017345283622026732,0.06156425411116387,0.105783224600301,0.15000219508943813,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,100,111.137828537313,122.275657074626,108.10871638052035,93.9417756864147,79.77483499230905,65.6078942982034,65.6078942982034,65.6078942982034,65.6078942982034,65.6078942982034,65.6078942982034,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
EAF,NH3,H,0,0.008672641811013366,0.017345283622026732,0.049425431262502914,0.08150557890297909,0.11358572654345528,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,110.742439412476,121.484878824952,107.39516872738368,93.30545862981535,79.21574853224703,65.1260384346787,65.1260384346787,65.1260384346787,65.1260384346787,65.1260384346787,65.1260384346787,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
IRN,NH3,H,0,0.008672641811013366,0.017345283622026732,0.049425431262502914,0.08150557890297909,0.11358572654345528,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,111.904668828396,123.809337656792,108.8830229315241,93.9567082062562,79.0303934809883,64.1040787557204,64.1040787557204,64.1040787557204,64.1040787557204,64.1040787557204,64.1040787557204,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
SWE,NH3,H,0,0.017345283622026732,0.034690567244053463,0.06243439397902296,0.09017822071399245,0.11792204744896195,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,111.17583349760551,122.351666995211,108.54710416432249,94.74254133343396,80.93797850254543,67.1334156716569,67.1334156716569,67.1334156716569,67.1334156716569,67.1334156716569,67.1334156716569,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
JSK,NH3,H,0,0.026017925433040098,0.052035850866080195,0.08151276811987349,0.11098968537366678,0.14046660262746008,0.16994351988125336,0.16994351988125336,0.16994351988125336,0.16994351988125336,0.16994351988125336,0.16994351988125336,100,113.5408926094875,127.081785218975,112.15224624077925,97.2227072625835,82.29316828438775,67.363629306192,67.363629306192,67.363629306192,67.363629306192,67.363629306192,67.363629306192,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
NAF,NH3,H,0,0.008672641811013366,0.017345283622026732,0.07977248838415531,0.1421996931462839,0.20462689790841246,0.267054102670541,0.267054102670541,0.267054102670541,0.267054102670541,0.267054102670541,0.267054102670541,100,110.9522928463245,121.904585692649,108.02511011552411,94.14563453839925,80.26615896127439,66.3866833841495,66.3866833841495,66.3866833841495,66.3866833841495,66.3866833841495,66.3866833841495,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
CEA,NH3,H,0,0.008672641811013366,0.017345283622026732,0.049425431262502914,0.08150557890297909,0.11358572654345528,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,111.99621863442,123.99243726884,110.31712391806616,96.64181056729231,82.96649721651846,69.2911838657446,69.2911838657446,69.2911838657446,69.2911838657446,69.2911838657446,69.2911838657446,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
WAF,NH3,H,0,0.008672641811013366,0.017345283622026732,0.06156425411116387,0.105783224600301,0.15000219508943813,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,100,109.466116673281,118.932233346562,106.06973563994848,93.20723793333495,80.34474022672143,67.4822425201079,67.4822425201079,67.4822425201079,67.4822425201079,67.4822425201079,67.4822425201079,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
EAS,NH3,H,0,0.017345283622026732,0.034690567244053463,0.09885086252500583,0.16301115780595818,0.22717145308691056,0.2913317483678629,0.2913317483678629,0.2913317483678629,0.2913317483678629,0.2913317483678629,0.2913317483678629,100,112.7819152208845,125.563830441769,110.74017626903458,95.91652209630016,81.09286792356573,66.2692137508313,66.2692137508313,66.2692137508313,66.2692137508313,66.2692137508313,66.2692137508313,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
EAE,NH3,H,0,0.008672641811013366,0.017345283622026732,0.049425431262502914,0.08150557890297909,0.11358572654345528,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,111.4505781742385,122.901156348477,108.97106748894693,95.04097862941686,81.11088976988677,67.1808009103567,67.1808009103567,67.1808009103567,67.1808009103567,67.1808009103567,67.1808009103567,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
RUS,NH3,H,0,0.0017345283622026732,0.0034690567244053463,0.04508767251361735,0.08670628830282935,0.12832490409204136,0.16994351988125336,0.16994351988125336,0.16994351988125336,0.16994351988125336,0.16994351988125336,0.16994351988125336,100,112.1437831267325,124.287566253465,110.34834683948063,96.40912742549625,82.46990801151188,68.5306885975275,68.5306885975275,68.5306885975275,68.5306885975275,68.5306885975275,68.5306885975275,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
SAF,NH3,H,0,0.008672641811013366,0.017345283622026732,0.04335601983817243,0.06936675605431813,0.09537749227046384,0.12138822848660955,0.12138822848660955,0.12138822848660955,0.12138822848660955,0.12138822848660955,0.12138822848660955,100,110.842175847617,121.684351695234,107.79495573970237,93.90555978417075,80.01616382863912,66.1267678731075,66.1267678731075,66.1267678731075,66.1267678731075,66.1267678731075,66.1267678731075,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
GLF,NH3,H,0,0.017345283622026732,0.034690567244053463,0.08671203967634486,0.13873351210863627,0.19075498454092768,0.2427764569732191,0.2427764569732191,0.2427764569732191,0.2427764569732191,0.2427764569732191,0.2427764569732191,100,112.024470649951,124.048941299902,108.97177193115515,93.8946025624083,78.81743319366144,63.7402638249146,63.7402638249146,63.7402638249146,63.7402638249146,63.7402638249146,63.7402638249146,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
CAS,NH3,H,0,0.0017345283622026732,0.0034690567244053463,0.03901826108928687,0.0745674654541684,0.11011666981904993,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,0.14566587418393145,100,114.8087489081165,129.617497816233,118.99822413003065,108.3789504438283,97.75967675762595,87.1404030714236,87.1404030714236,87.1404030714236,87.1404030714236,87.1404030714236,87.1404030714236,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
CEE,NH3,H,0,0.026017925433040098,0.052035850866080195,0.08758217954420397,0.12312850822232774,0.1586748369004515,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,0.19422116557857527,100,111.20415713142549,122.408314262851,108.59974169108463,94.79116911931825,80.98259654755188,67.1740239757855,67.1740239757855,67.1740239757855,67.1740239757855,67.1740239757855,67.1740239757855,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
NOE,NH3,H,0,0.008672641811013366,0.017345283622026732,0.025147785565181,0.03295028750833527,0.040752789451489545,0.04855529139464382,0.04855529139464382,0.04855529139464382,0.04855529139464382,0.04855529139464382,0.04855529139464382,100,111.6520784660845,123.304156932169,109.43454752241557,95.56493811266215,81.69532870290872,67.8257192931553,67.8257192931553,67.8257192931553,67.8257192931553,67.8257192931553,67.8257192931553,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
BRI,NH3,H,0,0.017345283622026732,0.034690567244053463,0.05636498255469249,0.07803939786533151,0.09971381317597053,0.12138822848660955,0.12138822848660955,0.12138822848660955,0.12138822848660955,0.12138822848660955,0.12138822848660955,100,111.19230377003049,122.384607540061,108.57771303360246,94.77081852714394,80.96392402068543,67.1570295142269,67.1570295142269,67.1570295142269,67.1570295142269,67.1570295142269,67.1570295142269,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
USA,NH3,H,0,0.052035850866080195,0.10407170173216039,0.1873031819370689,0.2705346621419774,0.35376614234688597,0.4369976225517945,0.4369976225517945,0.4369976225517945,0.4369976225517945,0.4369976225517945,0.4369976225517945,100,111.2569969033425,122.513993806685,108.94028319972425,95.3665725927635,81.79286198580274,68.219151378842,68.219151378842,68.219151378842,68.219151378842,68.219151378842,68.219151378842,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
CAN,NH3,H,0,0.017345283622026732,0.034690567244053463,0.044226159706031526,0.053761752168009595,0.06329734462998766,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,0.07283293709196573,100,111.1184430045805,122.236886009161,108.68221901979513,95.12755203042926,81.57288504106339,68.0182180516975,68.0182180516975,68.0182180516975,68.0182180516975,68.0182180516975,68.0182180516975,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
